@relation sortaGarbia-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute Topic {twitter,google,apple,microsoft}
@attribute Sentiment {negative,positive,neutral,irrelevant}
@attribute TweetText string

@data
google,neutral,'Ice Cream Sandwich to stop carriers bullying smartphone users google android neowin'
microsoft,irrelevant,'Que raroooo en microsoft les funciona todo menos el departamento de bajas Que casualidad Veremos mañana'
google,irrelevant,'Google Panda O est parti le de trafic perdu'
google,neutral,'RT On Google then go here GPlus Googleplus Google teamfollowback socialnetwork'
apple,positive,'Apple sells million iPhone S units in first weekend Steve Jobs brilliance lives on for ever iphone RVA'
apple,negative,'WTF why can we not add the newsstand to a folder We are already in your walled garden so please dont remind us of it'
apple,negative,'iTunes is the worst program ever For such a great phone you make some awful software'
google,positive,'Mmmm Ice Cream Sandwich Android Google'
microsoft,irrelevant,'Microsoft lanza sitio oficial de Skype desde Tegnologia'
twitter,negative,'twitter show my fuckin retweets bitch'
twitter,positive,'FUCK facebook twitter is way better teamfollowback followme'
twitter,neutral,'Why do I always blow up twitter at like am sorryfollowers'
google,irrelevant,'Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus icecreamsandwich galaxynexus google samsung'
twitter,irrelevant,'bienvenida a Twitter que bueno tenerte por aquí esto es genial'
apple,negative,'Installed io fine on ipad but wiped wifes iPhone and restore from backup failed Bigtrouble help'
twitter,irrelevant,'QUE VIDEO FACEBOOK CON LA OPCION DE VIDEOLLAMADA LE MONTARON LA COMPETENCIA A MSN SKYPE TWITTER ES ORIGINAL TIENE TWICAM'
microsoft,irrelevant,'Terug van evaluatie learning circles bij microsoft onder bezielend leiderschap van Veel geleerd van deze cocreatie'
apple,neutral,'Thats really good Makes you happy to pay the infamous tax'
apple,negative,'Dear My new Air is now a notbook since your update killed wifi bug destroying productivity'
apple,negative,'RT And again MobileMe is down Issues when syncing accessing mail is this a good premise for iCloud'
microsoft,neutral,'Steve Ballmer slams Android microsoft steveballmer'
microsoft,irrelevant,'RT SteveBallmer CEO de Microsoft dice que se necesita ser un cientifico para manejar Android'
twitter,irrelevant,'EsNaco Componerle una cacion a Mf y presumir de ella en Twitter'
apple,negative,'you heard of testing before deploying updates Difference between microsoft apple None'
twitter,irrelevant,'TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow'
apple,neutral,'While the improvements in Mac OS Lion are great the fullscreen implementation on monitors is broken'
microsoft,neutral,'RT Suppose Microsoft Had Bought Siri Forbes apple microsoft siri msft'
twitter,positive,'Twitter twitter'
google,irrelevant,'Google Sit and Go Center Method For Profitable SitNGos on PokerStars Co wikileaks'
twitter,neutral,'Goodnight twitter'
twitter,neutral,'Things You Didnt Know About Twitter via RT facts'
google,positive,'Sweet Ice Cream Sandwich RT Google Android Ice Cream Sandwich officially detailed google ics'
twitter,positive,'singing everytime I try to leave something keeps pulling me back me back telling me I need Twitter all that lol'
apple,neutral,'iPhone S Setup SIRI for your Tweets apple iphone siri'
google,neutral,'Google Samsung Add Ice Cream Sandwich Phone AAPL GOOG hitech gadgets mkt digital'
microsoft,neutral,'RT Agree RT Microsoft launching the OmniTouch how funny I though that was an soluti cont http'
twitter,irrelevant,'Un Algodón mkon me invadió el Twitter xd'
microsoft,neutral,'If Microsoft earnings disappoint blame consumer PC sales'
microsoft,irrelevant,'ALG Culminando formación en Microsoft M y en IndicadoresDeGestión Gracias a nuestros clientes por su preferencia wwwalgnetve'
microsoft,irrelevant,'Nueva actualización de Windows Intune microsoft distribuciondeprogramasonline'
microsoft,irrelevant,'Google Samsung Android Galaxy Nexus Microsoft'
twitter,irrelevant,'Que le pasa al Twitter Chingado'
apple,neutral,'icloud ios piracy omg no wonder ive used all my downloads'
apple,irrelevant,'Deal Schnppchen Update iPad iPad Generation generalberholt ab'
google,positive,'ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation Google Android ICS'
twitter,negative,'i better be able to see my RTs tomorrow twitter and tell that lil blue ass bird and fat ass over capacity whale to'
twitter,neutral,'Night Twitter'
google,neutral,'RT Ice Cream Sandwich to stop carriers bullying smartphone users google android neowin'
twitter,irrelevant,'me dio pereza buscar su usuario en twitter P'
twitter,irrelevant,'X G R No pues ni el nombre de tu novia me se como para tener su Twitter'
google,negative,'Also the Google problem Problem for Santorums electability argument the doubledigit loss in'
twitter,negative,'Twitter y Facebook OFF'
google,neutral,'Samsung and Google Announce Galaxy Nexus and Android Ice Cream Sandwich news android'
microsoft,neutral,'Just saw my bud of Credit Agricole Securities interviewed by covering Microsoft You rocked it Ed fb'
apple,irrelevant,'Asi o mas mala la version de'
apple,negative,'RT Oh just fuck you Already gt iPhone on schedule for summer launch via'
google,neutral,'Android Google Video Samsung Galaxy Nexus Announcement and Official Promo DhilipSiva'
microsoft,negative,'RT How Apple eclipsed Microsoft sun rise in via'
microsoft,irrelevant,'Skype ya es oficialmente parte de Microsoft Utilizas este servicio voIP Que opinión te merece esta adquisición tecnologia'
apple,negative,'RT So apparently put MB cap on your SMS with the new update mb storage before it tells you your inbox is full W'
twitter,irrelevant,'Hay dias que tengo tanto q pensar y digo lo voy a poner en twitter pero no tengo tiempo'
apple,neutral,'Um why No black people'
google,neutral,'Hmm Google I really need a new phone Please release the Galaxy Nexus asap android google'
google,irrelevant,'android google'
google,neutral,'RT Google Samsung unveil Ice Cream Sandwichpowered Galaxy Nexus via Android'
google,neutral,'Android Google Ice Cream Sandwich Official Video DhilipSiva'
apple,positive,'RT You were right an iPhone is a must have addicted WELCOME TO THE CLUB'
microsoft,irrelevant,'RT Povidani s Microsoft o Azure V Evrope uz je data centrum i v Amsterodamu chysta se v Nemecku a Rusku V kazdem pres'
twitter,positive,'RT twitter gives everyone that voice that they believe should be heard by people unlike real life lol'
microsoft,irrelevant,'RT MuyCanal Avanade y Ferranti Computer ofrecen un ERP basado en Microsoft Dynamics ax'
microsoft,positive,'Awesome is moving to Vancouver as Dev Evangelist for Microsoft we finally get a local'
google,neutral,Google
microsoft,positive,'Windows Runtime and NET Better Together dotnet dev WinRT microsoft'
apple,negative,'I wish Siri could tweet for me fix that'
apple,positive,'is efffing amazing'
apple,positive,Thanks
twitter,irrelevant,'Awwwwr me encanta Twitter porque por este medio desquito todo mis corajes'
google,positive,'IceCreamSandwich went way and beyond what I expected Cant wait to get it on my Nexus to play with Google'
twitter,irrelevant,'LaAficion al Twitter es Perjudicial para la SaludMental Jaja SiSeñor Hablamos Chao jaja DileaTuMenteQueDescance'
google,irrelevant,'Google revela o Anddroi Ice Cream Sandwich O Google revelou hoje durante um evento em'
google,irrelevant,'To gostando do Android google android'
apple,irrelevant,'to reiniciando meu computador ó as idéia'
apple,neutral,'would disagree with you right now'
google,neutral,'Phone app redesigned to be unified with google voice etc Has fast forward and rewind capabilities as well Google Android ICS'
apple,irrelevant,'et je devrais arrter de vous glorifier et a cest pas cool'
google,irrelevant,'Google y Samsung presentan oficialmente el Galaxy Nexus vía Google Samsung Galaxy Android'
apple,neutral,'Been MIA from Twitter But now Tweeting from my new iPhone finallycool notreally well It IS Im not stilllearning'
google,neutral,'Google Unwrapping Ice Cream Sandwich on the Galaxy Nexus'
apple,positive,'RT Just registered as an developer Heres hoping I can actually do it Any help greatly appreciated'
microsoft,negative,'This is kind of really creepy Use your search engine the same way as would Microsoft'
twitter,negative,TwittersMalfunctioningAgain
apple,neutral,'Watching iGenius on Based on first minutes never should have gone public in'
twitter,irrelevant,'Buenobuenas noche twitter'
twitter,irrelevant,'RT YO SOY LO MAS CABRON QUE HA NACIDO EN TWITTER QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL'
microsoft,positive,'The more i use Office the more i fall in love it with honest genius microsoft'
apple,neutral,'on that shit hard change my twitter name to'
twitter,neutral,'Goodnight Twitter'
twitter,irrelevant,'Twitter esta loco'
google,irrelevant,'USSteuerbehrde leitet Untersuchung gegen Google ein via'
google,irrelevant,'Google lanserar Android Ice Cream Sandwich med tillhrande SDK'
microsoft,neutral,'Microsoft Excel How To Alternate the Color Between Rows microsoft'
google,neutral,'Google is rolling out a suite of new changes to its Google Docs service including new features for Google'
google,neutral,'Android Google Need Proof of Verizons Galaxy Nexus DhilipSiva'
google,irrelevant,'Samsung Google Android'
google,neutral,'Google unveils next iteration of Android icecreamsandwich with several revamps incl facial recognition security'
apple,positive,'i love this so much thank you'
microsoft,neutral,'Teamfollowback Microsoft Q earnings results due on Thursday microsoft'
google,neutral,'RT Google steps up its privacy game launches Good To Know google'
google,positive,'yumyumyumI want Ice Cream Sandwich google android'
microsoft,neutral,'Kickoff tomorrow at San Diego Microsoft Store at pm or ping me'
apple,positive,'Welcome to the twitter world This is due to iOS and thanks guys'
google,neutral,'Android Beam panorama Gmail offline lockscreen contacts facial recognition unlock IceCreamSandwich NexusPrime Google'
google,irrelevant,'Samsung y Google presentan el Samsung Galaxy Nexus oficialmente gadgets smartphones'
twitter,irrelevant,'A mimir Con el higado entrincado Bendita familia twitteroff'
twitter,neutral,'even if I skip the newspaper I dont worry coz I get all news updates at Twitter'
twitter,irrelevant,'Buenas noches sigan pasandosela bn ok no Twitter Off'
google,irrelevant,'google gmail for mobile'
twitter,irrelevant,'ja volto twitter vou na cozinha'
google,irrelevant,'Android Beam Google ICS'
google,positive,'With the new Google Android IceCream Sandwich you can take Panorama picture right OutoftheBox SWEET'
twitter,negative,'I HATE TWITTER'
twitter,irrelevant,'TeamFollowBack iFollowBack InstantFollowBack FollowFollow network tlow twitter'
microsoft,irrelevant,'SteveBallmer CEO de Microsoft dice que se necesita ser un cientifico para manejar Android'
twitter,irrelevant,'RT twitter'
twitter,neutral,'I think needs to cool her roll on her twitter game'
google,irrelevant,'RT Der langsame Tod von SEO Google Suche fr eingeloggte User verschlsselt'
twitter,irrelevant,'Ninguem fala cmgo no Twitter'
microsoft,irrelevant,'Nieuw partnership DigiProfs Microsoft en IPRandsteden voor Office Gratis intrductie cursussen ter beschikking'
twitter,neutral,'why am i rambling on facebook i keep forgetting i have twitter then remember and come back every seconds oO'
twitter,neutral,'GoodNight Twitter'
microsoft,irrelevant,'Rdska Android ir gjis Microsoft pdsveicot nelielu lkumu caur pakau'
google,neutral,'Embed Google Calendar To Your Wordpress Post wordpress google'
microsoft,neutral,'Microsoft to Require yearly Sustainability Reporting by Vendors via CSR GMIC'
google,neutral,'Android Google Three UK to carry Samsung Galaxy Nexus DhilipSiva'
apple,neutral,'Hello again iPhone Thank you Although this should have never broken in the first place tsk'
google,irrelevant,'xeyirli ugurlu olsunamma deyen ciddi yenilik yoxdu google nexus android'
apple,negative,'your service experience is really fucking slipping except for cute eyelash batting girlies Apple Store'
apple,irrelevant,'gt mln iPhones verkocht in eerste weekend via'
google,neutral,'Infinite digital dusting RT Google releases an Infinite Digital Bookcase'
microsoft,neutral,'Funny BillGates Aprons wGoogle ranked LTCartoon Got Microsoft humor foodie microsoft'
apple,positive,'Now all has to do is get swype on the iphone and it will be crack Iphone that is'
google,irrelevant,'Microsoft Word Ch Solutions IE done pdf ebook google'
apple,neutral,'eating xDD'
